confidence,left,lift,right,support
0.909090936184,['mochi'],1.1508667469,['+'],0.0126906773075
0.840579688549,"['nigiri', 'ayce', 'rolls']",1.06413471699,['+'],0.0103048300371
0.827338159084,"['nigiri', 'ayce']",1.04737138748,['+'],0.0145942792296
0.857142865658,"['ayce', 'sashimi']",1.08510279655,['+'],0.0102033047006
0.824662804604,"['salmon', 'ayce']",1.04398465157,['+'],0.0108632203192
0.830313026905,"['rolls', 'ayce', 'time']",1.05113756657,['+'],0.0127922026441
0.789962828159,"['rolls', 'ayce', 'really']",1.00005614758,['+'],0.0107870753855
0.814062476158,"['rolls', 'ayce', 'roll']",1.03056514263,['+'],0.0132236862555
0.818980693817,"['rolls', 'ayce', 'more']",1.03679132462,['+'],0.0118277110159
0.880136966705,"['fresh', 'rolls', 'ayce']",1.11421227455,['+'],0.0130460159853
0.802839100361,"['rolls', 'ayce', 'order']",1.01635694504,['+'],0.0129191093147
0.812392413616,"['service', 'rolls', 'ayce']",1.02845096588,['+'],0.011979999952
0.820998251438,"['menu', 'rolls', 'ayce']",1.03934562206,['+'],0.0121069066226
0.865191161633,"['try', 'rolls', 'ayce']",1.09529161453,['+'],0.0109139829874
0.818488538265,"['rolls', 'ayce']",1.03616833687,['+'],0.0307875834405
0.905693948269,"['great', 'rolls', 'ayce']",1.14656639099,['+'],0.0129191093147
0.803883492947,"['food', 'rolls', 'ayce']",1.01767897606,['+'],0.0105078807101
0.842560529709,"['tuna', 'ayce']",1.06664228439,['+'],0.0123607199639
0.833962261677,"['price', 'ayce']",1.05575728416,['+'],0.0112185589969
0.925549924374,"['favorite', 'ayce']",1.17170286179,['+'],0.0138836009428
0.791221797466,"['eat', 'ayce']",1.00164985657,['+'],0.0169293638319
0.836555361748,"['everything', 'ayce']",1.05904006958,['+'],0.0120815252885
0.803030312061,"['ayce', 'time']",1.0165989399,['+'],0.0228686016053
0.861111104488,"['fresh', 'fish', 'ayce']",1.09012651443,['+'],0.012589151971
0.211445197463,"['fish', 'ayce']",1.00649142265,['-'],0.00553313549608
0.909961700439,"['friendly', 'ayce']",1.15196895599,['+'],0.0120561439544
0.834203660488,"['places', 'ayce']",1.05606293678,['+'],0.0162186864763
0.817375898361,"['most', 'ayce']",1.0347597599,['+'],0.0117008043453
0.210912913084,"['ayce', 'really']",1.00395774841,['-'],0.00510165235028
0.830536901951,"['well', 'ayce']",1.05142092705,['+'],0.0125637706369
0.83022069931,"['bar', 'ayce']",1.05102074146,['+'],0.0124114826322
0.813524603844,"['roll', 'ayce']",1.02988409996,['+'],0.0201527960598
0.216216221452,"['ayce', 'more']",1.02920174599,['-'],0.00527932168916
0.871028065681,"['fresh', 'ayce']",1.10268080235,['+'],0.0236554220319
0.884210526943,"['ayce', 'cream']",1.11936926842,['+'],0.0106601687148
0.232181429863,"['back', 'ayce']",1.10519707203,['-'],0.0054569914937
0.223620519042,"['order', 'ayce']",1.0644466877,['-'],0.00586309283972
0.273841947317,"['rice', 'ayce']",1.30350363255,['-'],0.00510165235028
0.210478767753,"['service', 'ayce']",1.00189113617,['-'],0.00591385550797
0.890600919724,"['definitely', 'ayce']",1.12745916843,['+'],0.014670423232
0.831269323826,"['dinner', 'ayce']",1.05234825611,['+'],0.0136297876015
0.852998077869,"['ayce', 'wait']",1.07985579967,['+'],0.0111931776628
0.879417896271,"['worth', 'ayce']",1.11330199242,['+'],0.0107363127172
0.838755309582,"['pretty', 'ayce']",1.06182515621,['+'],0.0150511432439
0.947598278522,"['delicious', 'ayce']",1.19961512089,['+'],0.0110155083239
0.823714613914,"['menu', 'ayce']",1.04278421402,['+'],0.0199243631214
0.900481522083,"['always', 'ayce']",1.13996767998,['+'],0.0142389396206
0.910472989082,"['love', 'ayce']",1.15261626244,['+'],0.0136805502698
0.315484791994,"['ordered', 'ayce']",1.5017260313,['-'],0.00553313549608
0.220984220505,"['food', 'ayce']",1.051897645,['-'],0.00604076264426
0.843640625477,"['try', 'ayce']",1.06800961494,['+'],0.0183507204056
0.822050273418,"['lunch', 'ayce']",1.04067730904,['+'],0.0107870753855
0.814141392708,['ayce'],1.03066504002,['+'],0.0613721162081
0.852173924446,"['ayce', 'nice']",1.07881247997,['+'],0.0124368639663
0.803328275681,"['has', 'ayce']",1.01697611809,['+'],0.0134774995968
0.828625261784,"['little', 'ayce']",1.04900085926,['+'],0.0111677963287
0.896674573421,"['best', 'ayce']",1.13514816761,['+'],0.0191629230976
0.89106965065,"['great', 'ayce']",1.12805259228,['+'],0.0230462700129
0.827288448811,"['nigiri', 'sashimi']",1.04730856419,['+'],0.0121576692909
0.810659170151,"['salmon', 'nigiri']",1.02625668049,['+'],0.014670423232
0.794425070286,"['rolls', 'nigiri', 'time']",1.00570511818,['+'],0.0115738976747
0.800000011921,"['rolls', 'nigiri', 'roll']",1.01276266575,['+'],0.012589151971
0.86180126667,"['fresh', 'rolls', 'nigiri']",1.09100008011,['+'],0.0140866516158
0.80792081356,"['rolls', 'nigiri', 'too']",1.02279007435,['+'],0.0103555927053
0.801904737949,"['menu', 'rolls', 'nigiri']",1.01517403126,['+'],0.0106855500489
0.792549312115,"['rolls', 'nigiri']",1.00333046913,['+'],0.0275387708098
0.897920608521,"['great', 'rolls', 'nigiri']",1.13672554493,['+'],0.0120561439544
0.813775539398,"['tuna', 'nigiri']",1.03020179272,['+'],0.0161933042109
0.912946403027,"['favorite', 'nigiri']",1.15574753284,['+'],0.0103809740394
0.837254881859,"['everything', 'nigiri']",1.05992555618,['+'],0.010837838985
0.830721020699,"['fresh', 'fish', 'nigiri']",1.05165398121,['+'],0.0134521182626
0.23427529633,"['fish', 'nigiri']",1.11516392231,['-'],0.00652300799266
0.877505540848,"['fish', 'great', 'nigiri']",1.11088120937,['+'],0.0100002540275
0.811151087284,"['places', 'nigiri']",1.02687931061,['+'],0.011446991004
0.814479649067,"['well', 'nigiri']",1.03109323978,['+'],0.0137059316039
0.811418712139,"['bar', 'nigiri']",1.02721822262,['+'],0.0119038550183
0.856565654278,"['fresh', 'roll', 'nigiri']",1.08437216282,['+'],0.0107616940513
0.800397217274,"['roll', 'nigiri']",1.01326549053,['+'],0.0204573720694
0.856209158897,"['fresh', 'nigiri']",1.08392083645,['+'],0.0232747029513
0.924485146999,"['fresh', 'great', 'nigiri']",1.17035508156,['+'],0.0102540673688
0.287234038115,"['rice', 'nigiri']",1.36725068092,['-'],0.00548237282783
0.877622365952,"['definitely', 'nigiri']",1.11102902889,['+'],0.0127414399758
0.834016382694,"['dinner', 'nigiri']",1.05582582951,['+'],0.0103302113712
0.803459107876,"['pretty', 'nigiri']",1.01714169979,['+'],0.0129698719829
0.940451741219,"['delicious', 'nigiri']",1.19056808949,['+'],0.0116246603429
0.802547752857,"['menu', 'nigiri']",1.01598799229,['+'],0.0159902535379
0.895752906799,"['always', 'nigiri']",1.13398146629,['+'],0.0117769483477
0.879999995232,"['love', 'nigiri']",1.11403894424,['+'],0.0100510166958
