confidence,left,lift,right,support
0.286905288696,['American (Traditional)'],1.27064585686,['-'],0.0207258891314
0.286905288696,"['American (Traditional)', 'Restaurants']",1.27064585686,['-'],0.0207258891314
0.555010974407,"['American (Traditional)', '-', 'Restaurants']",1.70110487938,['food'],0.0115030966699
0.321105629206,"['American (Traditional)', 'food', 'Restaurants']",1.42211210728,['-'],0.0115030966699
0.555010974407,"['American (Traditional)', '-']",1.70110487938,['food'],0.0115030966699
0.321105629206,"['American (Traditional)', 'food']",1.42211210728,['-'],0.0115030966699
0.257198005915,['Mexican'],1.13907814026,['-'],0.016097297892
0.257198005915,"['Mexican', 'Restaurants']",1.13907814026,['-'],0.016097297892
0.320664048195,"['Event Planning & Services', 'Hotels & Travel', 'Hotels']",1.42015647888,['-'],0.0111543731764
0.320664048195,"['Hotels & Travel', 'Hotels']",1.42015647888,['-'],0.0111543731764
0.318333297968,"['Event Planning & Services', 'Hotels & Travel']",1.4098341465,['-'],0.0112311560661
0.340753078461,['Hotels & Travel'],1.50912678242,['-'],0.015721378848
0.320664048195,"['Event Planning & Services', 'Hotels']",1.42015647888,['-'],0.0111543731764
0.320664048195,['Hotels'],1.42015647888,['-'],0.0111543731764
0.234982177615,['Arts & Entertainment'],1.04068875313,['-'],0.0131843313575
0.362070649862,['stay'],1.60353791714,['-'],0.0117870355025
0.0522024035454,['-'],1.60353803635,['stay'],0.0117870355025
0.235004246235,['Shopping'],1.04078650475,['-'],0.0143800713122
0.278916060925,['Event Planning & Services'],1.23526310921,['-'],0.0131635358557
0.236906453967,"['Bars', 'Nightlife']",1.04921090603,['-'],0.0264214500785
0.236571580172,"['Bars', 'Nightlife', 'Restaurants']",1.04772794247,['-'],0.0191246382892
0.525615811348,"['Bars', '-', 'Nightlife', 'Restaurants']",1.61100888252,['food'],0.010052212514
0.258712619543,"['food', 'Bars', 'Nightlife', 'Restaurants']",1.14578604698,['-'],0.010052212514
0.434310108423,"['Bars', '-', 'Nightlife']",1.33115744591,['food'],0.011475102976
0.256879925728,"['food', 'Bars', 'Nightlife']",1.13766932487,['-'],0.011475102976
0.236906453967,['Bars'],1.04921090603,['-'],0.0264214500785
0.236571580172,"['Bars', 'Restaurants']",1.04772794247,['-'],0.0191246382892
0.525615811348,"['Bars', '-', 'Restaurants']",1.61100888252,['food'],0.010052212514
0.258712619543,"['food', 'Bars', 'Restaurants']",1.14578604698,['-'],0.010052212514
0.434310108423,"['Bars', '-']",1.33115744591,['food'],0.011475102976
0.256879925728,"['food', 'Bars']",1.13766932487,['-'],0.011475102976
0.239860013127,['Nightlife'],1.06229162216,['-'],0.0304229799658
0.237958446145,"['Nightlife', 'Restaurants']",1.0538700819,['-'],0.0201404169202
0.526825785637,"['-', 'Nightlife', 'Restaurants']",1.61471736431,['food'],0.0106104910374
0.26071575284,"['food', 'Nightlife', 'Restaurants']",1.1546574831,['-'],0.0106104910374
0.401188313961,"['-', 'Nightlife']",1.22963941097,['food'],0.0122053436935
0.258079797029,"['food', 'Nightlife']",1.14298343658,['-'],0.0122053436935
0.839680731297,['rude'],3.71877717972,['-'],0.0154830310494
0.0685712248087,['-'],3.71877717972,['rude'],0.0154830310494
0.38696500659,['point'],1.71379005909,['-'],0.0117438444868
0.0520111210644,['-'],1.71379005909,['point'],0.0117438444868
0.726021647453,['bland'],3.21540331841,['-'],0.0110128037632
